label,iou,gt_text,captured_text,text_cer,text_wer,capture_rate,page
MainZone-P,0.9961779249093139,"Her Crown demonstrates her Empire over all Hearts, every onc being willing to lend au Ear to her Consorts; like Orpheus, who, by his melodiens Tunes, made the very Rocks sersible, and the very Trees to meve.","Her Crown demonstrates her Empire over all Hearts, every onc being willing to lend au Ear to her Consorts; like Orpheus, who, by his melodiens Tunes, made the very Rocks sersible, and the very Trees to meve.",0.0,0.0,1.0,page_0030
MainZone-P,0.9949601123024225,"A comely Man, whose Garment is richly embroider d; he lays his Hand upon a Screw of perpetual Motion, and by his right shews a Hive of Bces.","A comely Man, whose Garment is richly embroider d; he lays his Hand upon a Screw of perpetual Motion, and by his right shews a Hive of Bces.",0.0,0.0,1.0,page_0030
MainZone-P,0.9948960862789499,"An agreable Woman, seems to be ingenious by her very Looks, in a green Gown; in her right Hand a Hammer, an engraving Tool, and a Pencil; holding in her left Hand, a Stake that supports a Vine.","An agreable Woman, seems to be ingenious by her very Looks, in a green Gown; in her right Hand a Hammer, an engraving Tool, and a Pencil; holding in her left Hand, a Stake that supports a Vine.",0.0,0.0,1.0,page_0030
MainZone-P,0.9937591989059015,,,0.0,0.0,1.0,page_0030
MainZone-Head,0.9908743755520575,FIG. 28. Arte : ART.,FIG. 28. Arte : ART.,0.0,0.0,1.0,page_0030
MainZone-Head,0.9883991017991842,,,0.0,0.0,1.0,page_0030
MainZone-Head,0.9882353855770588,Goral Cmblems.,Goral Cmblems.,0.0,0.0,1.0,page_0030
MainZone-Head,0.9875157660517841,FIG. 15. Armonia : HARMONI.,Armonia : HARMONI.,0.3333,0.4,0.6,page_0030
MainZone-Head,0.9866245921910741,FIG. 26. Arroganza: ARROGANCE.,FIG. 26. Arroganza: ARROGANCE.,0.0,0.0,1.0,page_0030
NumberingZone,0.9709366814943853,,,0.0,0.0,1.0,page_0030
